label,title,speaker,lines
2,Helpless,WOMEN,Helpless!
2,Helpless,WOMEN,Look into your eyes and the sky's the limit
2,Helpless,WOMEN,I'm helpless
2,Helpless,ELIZA,Helpless
2,Helpless,WOMEN,Down for the count and I'm drownin' in 'em 
2,Helpless,ELIZA,hoo!
2,Helpless,WOMEN,I'm helpless!
2,Helpless,ELIZA,"That boy is mine, that boy is mine"
2,Helpless,WOMEN,Look into your eyes and the sky's the limit
2,Helpless,WOMEN,I'm helpless
2,Helpless,ELIZA,"Helpless, helpless"
2,Helpless,ELIZA,Down for the count and I'm drownin' in 'em
2,Helpless,WOMEN,Down for the count and I'm drownin' in 'em
2,Helpless,HAMILTON,"Eliza, I don't have a dollar to my name"
2,Helpless,HAMILTON,"An acre of land, a troop to command, a dollop of fame"
2,Helpless,HAMILTON,"All I have's my honor, a tolerance for pain"
2,Helpless,HAMILTON,A couple of college credits and my top-notch brain
2,Helpless,HAMILTON,"Insane, your family brings out a different side of me"
2,Helpless,HAMILTON,"Peggy confides in me, Angelica tried to take a bite of me"
2,Helpless,HAMILTON,"No stress, my love for you is never in doubt"
2,Helpless,HAMILTON,We'll get a little place in Harlem and we'll figure it out
2,Helpless,HAMILTON,I've been livin' without a family since I was a child
2,Helpless,HAMILTON,"My father left, my mother died, I grew up buckwild"
2,Helpless,HAMILTON,"But I'll never forget my mother's face, that was real"
2,Helpless,HAMILTON,"And long as I'm alive, Eliza, swear to God"
2,Helpless,HAMILTON,You'll never feel so...
2,Helpless,WOMEN,Helpless!
2,Helpless,ELIZA,"I do, I do, I do, I do!"
2,Helpless,HAMILTON,Eliza
2,Helpless,WOMEN,Helpless!
2,Helpless,ELIZA,"I do, I do, I do, I do!"
2,Helpless,HAMILTON,I've never felt so-
2,Helpless,WOMEN,Helpless!
2,Helpless,ELIZA,"Hey, yeah, yeah!"
2,Helpless,WOMEN,Down for the count and I'm drownin' in 'em
2,Helpless,ELIZA,"I'm down for the count, I'm-"
2,Helpless,WOMEN,Helpless!
2,Helpless,HAMILTON,My life is gon' be fine
2,Helpless,HAMILTON,cause Eliza's in it
2,Helpless,WOMEN,Helpless!
2,Helpless,ELIZA,"I look into your eyes and the sky's the limit, I'm-"
2,Helpless,WOMEN,Helpless!
2,Helpless,WOMEN,Down for the count and I'm drownin' in 'em...drownin' in 'em
2,Helpless,WOMEN,"In New York, you can be a new man..."
2,Helpless,WOMEN,"In New York, you can be a new man..."
2,Helpless,WOMEN,"In New York, you can be a new man..."
2,Helpless,ELIZA,Helpless
2,Satisfied,LAURENS,"Alright, alright. That's what I'm talkin' about!"
2,Satisfied,LAURENS,Now everyone give it up for the maid of honor
2,Satisfied,LAURENS,Angelica Schuyler!
2,Satisfied,ANGELICA,A toast to the groom!
2,Satisfied,MEN,To the groom!
2,Satisfied,MEN,To the groom!
2,Satisfied,COMPANY (EXCEPT ANGELICA),To the groom!
2,Satisfied,ANGELICA,To the bride!
2,Satisfied,WOMEN,To the bride!
2,Satisfied,MEN,To the bride!
2,Satisfied,COMPANY (EXCEPT ANGELICA),To the bride!
2,Satisfied,ANGELICA,From your sister
2,Satisfied,MEN,Angelica!
2,Satisfied,MEN,Angelica!
2,Satisfied,COMPANY (EXCEPT ANGELICA),Angelica!
2,Satisfied,ANGELICA,Who is always by your side
2,Satisfied,MEN,By your side!
2,Satisfied,ELIZA & WOMEN,By your side!
2,Satisfied,ANGELICA,To your union
2,Satisfied,COMPANY (EXCEPT ANGELICA),To the union! To the revolution!
2,Satisfied,ANGELICA,And the hope that you provide
2,Satisfied,ELIZA & WOMEN,You provide!
2,Satisfied,COMPANY (EXCEPT ANGELICA),You provide!
2,Satisfied,ANGELICA,May you always... 
2,Satisfied,ELIZA/HAMILTON & MEN & WOMEN,Always
2,Satisfied,ANGELICA,Be satisfied 
2,Satisfied,ELIZA/HAMILTON & MEN & WOMEN,Rewind
2,Satisfied,Recorded Samples,"Rewind, Rewind"
2,Satisfied,Recorded Samples,"Helpless, sky's, sky's"
2,Satisfied,Recorded Samples,Drownin' in em
2,Satisfied,Recorded Samples,"Drownin', rewind"
2,Satisfied,Recorded Samples,"I remember that night, I just might "
2,Satisfied,Recorded Samples,rewind
2,Satisfied,Recorded Samples,"I remember that night, I just might "
2,Satisfied,Recorded Samples,rewind
2,Satisfied,Recorded Samples,"I remember that night, I remember that-"
2,Satisfied,ANGELICA,"I remember that night, I just might"
2,Satisfied,ANGELICA,Regret that night for the rest of my days
2,Satisfied,ANGELICA,I remember those soldier boys
2,Satisfied,ANGELICA,Tripping over themselves to win our praise
2,Satisfied,ANGELICA,I remember that dreamlike candlelight
2,Satisfied,ANGELICA,Like a dream that you can't quite place
2,Satisfied,ANGELICA,"But Alexander, I'll never forget the first"
2,Satisfied,ANGELICA,Time I saw your face
2,Satisfied,ANGELICA,I have never been the same
2,Satisfied,ANGELICA,Intelligent eyes in a hunger-pang frame
2,Satisfied,ANGELICA,And when you said
2,Satisfied,ANGELICA,"""Hi,"" I forgot my dang name"
2,Satisfied,ANGELICA,"Set my heart aflame, ev'ry part aflame"
2,Satisfied,FULL COMPANY,This is not a game...
2,Satisfied,HAMILTON,You strike me as a woman who has never been satisfied
2,Satisfied,ANGELICA,I'm sure I don't know what you mean. You forget yourself
2,Satisfied,HAMILTON,You're like me. I'm never satisfied
2,Satisfied,ANGELICA,Is that right?
2,Satisfied,HAMILTON,I have never been satisfied
2,Satisfied,ANGELICA,My name is Angelica Schuyler
2,Satisfied,HAMILTON,Alexander Hamilton
2,Satisfied,ANGELICA,Where's your fam'ly from?
2,Satisfied,HAMILTON,Unimportant. There's a million things I haven't done but
2,Satisfied,HAMILTON,"Just you wait, just you wait..."
2,Satisfied,ANGELICA,So so so-
2,Satisfied,ANGELICA,So this is what it feels like to match wits
2,Satisfied,ANGELICA,With someone at your level! What the hell is the catch? It's
2,Satisfied,ANGELICA,"The feeling of freedom, of seein' the light"
2,Satisfied,ANGELICA,"It's Ben Franklin with a key and a kite! You see it, right?"
2,Satisfied,ANGELICA,"The conversation lasted two minutes, maybe three minutes"
2,Satisfied,ANGELICA,"Ev'rything we said in total agreement, it's"
2,Satisfied,ANGELICA,A dream and it's a bit of a dance
2,Satisfied,ANGELICA,"A bit of a posture, it's a bit of a stance. He's a"
2,Satisfied,ANGELICA,"Bit of a flirt, but I'm 'a give it a chance"
2,Satisfied,ANGELICA,"I asked about his fam'ly, did you see his answer?"
2,Satisfied,ANGELICA,"His hands started fidgeting, he looked askance?"
2,Satisfied,ANGELICA,"He's penniless, he's flying by the seat of his pants"
2,Satisfied,ANGELICA,"Handsome, boy, does he know it!"
2,Satisfied,ANGELICA,"Peach fuzz, and he can't even grow it!"
2,Satisfied,ANGELICA,I wanna take him far away from this place
2,Satisfied,ANGELICA,Then I turn and see my sister's face and she is...
2,Satisfied,ELIZA,Helpless...
2,Satisfied,ANGELICA,And I know she is...
2,Satisfied,ELIZA,Helpless...
2,Satisfied,ANGELICA,And her eyes are just...
2,Satisfied,ELIZA,Helpless...
2,Satisfied,ANGELICA,And I realize
2,Satisfied,ANGELICA & COMPANY,Three fundamental truths at the exact same time...
2,Satisfied,HAMILTON,Where are you taking me?
2,Satisfied,ANGELICA,I'm about to change your life
2,Satisfied,HAMILTON,"Then by all means, lead the way"
2,Satisfied,COMPANY (EXCEPT ANGELICA),Number one!
2,Satisfied,ANGELICA,I'm a girl in a world in which
2,Satisfied,ANGELICA,My only job is to marry rich
2,Satisfied,ANGELICA,My father has no sons so I'm the one
2,Satisfied,ANGELICA,Who has to social climb for one
2,Satisfied,ANGELICA,So I'm the oldest and the wittiest and the gossip in
2,Satisfied,ANGELICA,New York City is insidious
2,Satisfied,ANGELICA,And Alexander is penniless
2,Satisfied,ANGELICA,Ha! That doesn't mean I want him any less
2,Satisfied,ELIZA,Elizabeth Schuyler. It's a pleasure to meet you
2,Satisfied,HAMILTON,Schuyler?
2,Satisfied,ANGELICA,My sister
2,Satisfied,COMPANY,Number two!
2,Satisfied,ANGELICA,He's after me cuz I'm a Schuyler sister
2,Satisfied,ANGELICA,"That elevates his status, I'd"
2,Satisfied,ANGELICA,Have to be naive to set that aside
2,Satisfied,ANGELICA,Maybe that is why I introduce him to Eliza
2,Satisfied,ANGELICA,Now that's his bride
2,Satisfied,ANGELICA,"Nice going, Angelica, he was right"
2,Satisfied,ANGELICA,You will never be satisfied
2,Satisfied,ELIZA,Thank you for all your service
2,Satisfied,HAMILTON,"If it takes fighting a war for us to meet, it will have been worth it"
2,Satisfied,ANGELICA,I'll leave you to it
2,Satisfied,COMPANY,Number three!
2,Satisfied,ANGELICA,I know my sister like I know my own mind
2,Satisfied,ANGELICA,You will never find anyone as trusting or as kind
2,Satisfied,ANGELICA,If I tell her that I love him she'd be silently resigned
2,Satisfied,ANGELICA,He'd be mine
2,Satisfied,ANGELICA,"She would say,"
2,Satisfied,ANGELICA,"""I'm fine"""
2,Satisfied,ANGELICA & COMPANY,She'd be lying
2,Satisfied,ANGELICA,But when I fantasize at night
2,Satisfied,ANGELICA,It's Alexander's eyes
2,Satisfied,ANGELICA,As I romanticize what might
2,Satisfied,ANGELICA,Have been if I hadn't sized him
2,Satisfied,ANGELICA,Up so quickly
2,Satisfied,ANGELICA,At least my dear Eliza's his wife; At least I keep my eyes in my life ...
2,Satisfied,ANGELICA,He will never be satisfied
2,Satisfied,ANGELICA,I will never be satisfied
2,Satisfied,ANGELICA,To the groom!
2,Satisfied,MEN (EXCEPT HAMILTON),To the groom!
2,Satisfied,MEN (EXCEPT HAMILTON),To the groom!
2,Satisfied,COMPANY (EXCEPT ANGLIECA & ELIZA & HAMILTON),To the groom!
2,Satisfied,ANGELICA,To the bride!
2,Satisfied,WOMEN (EXEPT ELIZA),To the bride!
2,Satisfied,MEN (EXCEPT HAMILTON),To the bride!
2,Satisfied,COMPANY (EXCEPT ANGLIECA & ELIZA & HAMILTON),To the bride!
2,Satisfied,ANGELICA,From your sister
2,Satisfied,MEN,Angelica!
2,Satisfied,MEN,Angelica!
2,Satisfied,"ELIZA, MEN & WOMEN",Angelica!
2,Satisfied,ANGELICA,Who is always by your side
2,Satisfied,MEN,By your side!
2,Satisfied,ELIZA & WOMEN,By your side!
2,Satisfied,ANGELICA,To your union
2,Satisfied,"ELIZA, MEN & WOMEN",To the union! To the revolution!
2,Satisfied,ANGELICA,And the hope that you provide
2,Satisfied,MEN,You provide!
2,Satisfied,"ELIZA, MEN & WOMEN",You provide!
2,Satisfied,ANGELICA,May you always... 
2,Satisfied,ELIZA/HAMILTON & MEN & WOMEN,Always
2,Satisfied,ANGELICA,Be satisfied
2,Satisfied,HAMILTON & MEN,Be satisfied
2,Satisfied,ELIZA & WOMEN,Be satisfied
2,Satisfied,ELIZA/HAMILTON & MEN & WOMEN,Be satisfied
2,Satisfied,ANGELICA,And I know
2,Satisfied,MEN,Be satisfied
2,Satisfied,MEN & WOMEN,Be satisfied
2,Satisfied,MEN,Be satisfied
2,Satisfied,ANGELICA,She'll be happy as his bride
2,Satisfied,MEN,Be satisfied
2,Satisfied,MEN,Be satisfied
2,Satisfied,MEN,Be satisfied
2,Satisfied,MEN,Be satisfied
2,Satisfied,ANGELICA,And I know
2,Satisfied,MEN,Be satisfied
2,Satisfied,MEN,Be satisfied
2,Satisfied,MEN,Be satisfied
2,Satisfied,MEN & WOMEN,Be satisfied
2,Satisfied,ANGELICA,He will never be satisfied
2,Satisfied,ANGELICA,I will never be satisfied
2,The Story of Tonight (Reprise),LAURENS,I may not live to see our glory!
2,The Story of Tonight (Reprise),LAFAYETTE/MULLIGAN,I may not live to see our glory!
2,The Story of Tonight (Reprise),LAURENS,But I've seen wonders great and small
2,The Story of Tonight (Reprise),LAFAYETTE/MULLIGAN,I've seen wonders great and small
2,The Story of Tonight (Reprise),LAURENS,Cause if the tomcat can get married
2,The Story of Tonight (Reprise),LAFAYETTE/MULLIGAN,If Alexander can get married-
2,The Story of Tonight (Reprise),LAURENS,"There's hope for our ass, after all!"
2,The Story of Tonight (Reprise),LAFAYETTE,Raise a glass to freedom
2,The Story of Tonight (Reprise),LAURENS/MULLIGAN,Hey!
2,The Story of Tonight (Reprise),LAURENS/MULLIGAN,Something you will never see again!
2,The Story of Tonight (Reprise),MULLIGAN,No matter what she tells you
2,The Story of Tonight (Reprise),LAFAYETTE,Let's have another round tonight!
2,The Story of Tonight (Reprise),LAURENS,Raise a glass to the four of us!
2,The Story of Tonight (Reprise),HAMILTON/LAFAYETTE,Ho!
2,The Story of Tonight (Reprise),MULLIGAN,To the newly not poor of us!
2,The Story of Tonight (Reprise),HAMILTON/LAFAYETTE/LAURENS,Woo!
2,The Story of Tonight (Reprise),LAFAYETTE,We'll tell the story of tonight
2,The Story of Tonight (Reprise),LAURENS,Let's have another round-
2,The Story of Tonight (Reprise),HAMILTON,"Well, if it isn't Aaron Burr"
2,The Story of Tonight (Reprise),BURR,Sir!
2,The Story of Tonight (Reprise),HAMILTON,I didn't think that you would make it
2,The Story of Tonight (Reprise),BURR,To be sure
2,The Story of Tonight (Reprise),LAFAYETTE/MULLIGAN,Burr!
2,The Story of Tonight (Reprise),BURR,I came to say congratulations
2,The Story of Tonight (Reprise),MULLIGAN,"Spit a verse, Burr!"
2,The Story of Tonight (Reprise),BURR,I see the whole gang is here
2,The Story of Tonight (Reprise),LAFAYETTE,"You are the worst, Burr!"
2,The Story of Tonight (Reprise),HAMILTON,"Ignore them. Congrats to you, Lieutenant Colonel"
2,The Story of Tonight (Reprise),HAMILTON,I wish I had your command instead of manning George's journal
2,The Story of Tonight (Reprise),BURR,"No, you don't"
2,The Story of Tonight (Reprise),HAMILTON,"Yes, I do"
2,The Story of Tonight (Reprise),BURR,"Now, be sensible"
2,The Story of Tonight (Reprise),BURR,"From what I hear, you've made yourself indispensable"
2,The Story of Tonight (Reprise),LAURENS,"Well, well, I heard"
2,The Story of Tonight (Reprise),LAURENS,"You've got a special someone on the side, Burr"
2,The Story of Tonight (Reprise),HAMILTON,Is that so?
2,The Story of Tonight (Reprise),LAURENS,"What are you tryin' to hide, Burr?"
2,The Story of Tonight (Reprise),BURR,I should go
2,The Story of Tonight (Reprise),HAMILTON,"No, these guys should go"
2,The Story of Tonight (Reprise),LAFAYETTE,What?
2,The Story of Tonight (Reprise),LAURENS,No!
2,The Story of Tonight (Reprise),HAMILTON,Leave us alone
2,The Story of Tonight (Reprise),MULLIGAN,Man...
2,The Story of Tonight (Reprise),HAMILTON,"It's alright, Burr. I wish you'd brought this girl with you tonight, Burr"
2,The Story of Tonight (Reprise),BURR,"You're very kind, but I'm afraid it's unlawful, sir"
2,The Story of Tonight (Reprise),HAMILTON,What do you mean?
2,The Story of Tonight (Reprise),BURR,She's married
2,The Story of Tonight (Reprise),HAMILTON,I see
2,The Story of Tonight (Reprise),BURR,She's married to a British officer
2,The Story of Tonight (Reprise),HAMILTON,Oh shit...
2,The Story of Tonight (Reprise),BURR,"Congrats again, Alexander. Smile more"
2,The Story of Tonight (Reprise),BURR,I'll see you on the other side of the war
2,The Story of Tonight (Reprise),HAMILTON,I will never understand you
2,The Story of Tonight (Reprise),HAMILTON,"If you love this woman, go get her! What are you waiting for?"
2,The Story of Tonight (Reprise),BURR,I'll see you on the other side of the war
2,The Story of Tonight (Reprise),HAMILTON,I'll see you on the other side of the war
2,Wait For It,BURR,Theodosia writes me a letter every day
2,Wait For It,BURR,I'm keeping the bed warm while her husband is away
2,Wait For It,BURR,He's on the British side in Georgia
2,Wait For It,BURR,He's trying to keep the colonies in line
2,Wait For It,BURR,But he can keep all of Georgia
2,Wait For It,BURR,"Theodosia, she's mine"
2,Wait For It,BURR,Love doesn't discriminate
2,Wait For It,BURR,Between the sinners
2,Wait For It,BURR,And the saints
2,Wait For It,BURR,It takes and it takes and it takes
2,Wait For It,BURR,And we keep loving anyway
2,Wait For It,BURR,We laugh and we cry
2,Wait For It,BURR,And we break
2,Wait For It,BURR,And we make our mistakes
2,Wait For It,BURR,And if there's a reason I'm by her side
2,Wait For It,BURR,When so many have tried
2,Wait For It,BURR,Then I'm willing to wait for it
2,Wait For It,BURR,I'm willing to wait for it
2,Wait For It,BURR,My grandfather was a fire and brimstone preacher
2,Wait For It,MEN,"Preacher, preacher, preacher"
2,Wait For It,BURR,But there are things that the homilies and hymns won't teach ya
2,Wait For It,MEN,"Teach ya, teach ya, teach ya"
2,Wait For It,BURR,My mother was a genius 
2,Wait For It,WOMEN,genius
2,Wait For It,BURR,My father commanded respect 
2,Wait For It,MEN,"respect, respect"
2,Wait For It,BURR,When they died they left no instructions
2,Wait For It,BURR,Just a legacy to protect
2,Wait For It,BURR & ENSEMBLE,Death doesn't discriminate
2,Wait For It,BURR & ENSEMBLE,Between the sinners
2,Wait For It,BURR & ENSEMBLE,And the saints
2,Wait For It,BURR & ENSEMBLE,It takes and it takes and it takes
2,Wait For It,BURR & ENSEMBLE,And we keep living anyway
2,Wait For It,BURR & ENSEMBLE,We rise and we fall
2,Wait For It,BURR & ENSEMBLE,And we break
2,Wait For It,BURR & ENSEMBLE,And we make our mistakes
2,Wait For It,BURR & ENSEMBLE,And if there's a reason I'm still alive
2,Wait For It,BURR & ENSEMBLE,When everyone who loves me has died
2,Wait For It,BURR & ENSEMBLE,I'm willing to wait for it
2,Wait For It,BURR & ENSEMBLE,I'm willing to wait for it
2,Wait For It,BURR & ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,BURR,I am the one thing in life I can control
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,BURR,I am inimitable
2,Wait For It,BURR,I am an original
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,BURR,I'm not falling behind or running late
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,ENSEMBLE,Wait for it
2,Wait For It,BURR,I'm not standing still
2,Wait For It,BURR,I am lying in wait
2,Wait For It,ENSEMBLE,Wait
2,Wait For It,ENSEMBLE,Wait
2,Wait For It,ENSEMBLE,Wait
2,Wait For It,BURR,Hamilton faces an endless uphill climb
2,Wait For It,ENSEMBLE,Climb
2,Wait For It,ENSEMBLE,Climb
2,Wait For It,ENSEMBLE,Climb
2,Wait For It,BURR,He has something to prove
2,Wait For It,BURR,He has nothing to lose
2,Wait For It,ENSEMBLE,Lose
2,Wait For It,ENSEMBLE,Lose
2,Wait For It,ENSEMBLE,Lose
2,Wait For It,ENSEMBLE,Lose
2,Wait For It,BURR,Hamilton's pace is relentless
2,Wait For It,BURR,He wastes no time
2,Wait For It,ENSEMBLE,Time
2,Wait For It,ENSEMBLE,Time
2,Wait For It,ENSEMBLE,Time
2,Wait For It,BURR,What is it like in his shoes?
2,Wait For It,BURR,Hamilton doesn't hesitate
2,Wait For It,BURR,He exhibits no restraint
2,Wait For It,BURR,He takes and he takes and he takes
2,Wait For It,BURR,And he keeps winning anyway
2,Wait For It,BURR,He changes the game
2,Wait For It,BURR,He plays and he raises the stakes
2,Wait For It,BURR,And if there's a reason
2,Wait For It,BURR,"He seems to thrive when so few survive, then Goddamnit-"
2,Wait For It,BURR,I'm willing to wait for it
2,Wait For It,COMPANY,"Wait for it, wait for it"
2,Wait For It,BURR,I'm willing to wait for it...
2,Wait For It,BURR,Life doesn't discriminate
2,Wait For It,BURR,Between the sinners and the saints
2,Wait For It,BURR,It takes and it takes and it takes
2,Wait For It,COMPANY,And we keep living anyway
2,Wait For It,COMPANY,We rise and we fall and we break
2,Wait For It,COMPANY,And we make our mistakes
2,Wait For It,BURR,And if there's a reason I'm still alive
2,Wait For It,BURR,When so many have died
2,Wait For It,BURR,Then I'm willin' to-
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait for it...
2,Wait For It,BURR,Wait...
3,Stay Alive,ELIZA,Stay alive...
3,Stay Alive,ANGELICA/ELIZA & ENSEMBLE WOMEN,Stay alive...
3,Stay Alive,HAMILTON,I have never seen the General so despondent
3,Stay Alive,HAMILTON,I have taken over writing all his correspondence
3,Stay Alive,HAMILTON,"Congress writes,"
3,Stay Alive,HAMILTON,"""George, attack the British forces."""
3,Stay Alive,HAMILTON,"I shoot back, we have resorted to eating our horses"
3,Stay Alive,HAMILTON,"Local merchants deny us equipment, assistance"
3,Stay Alive,HAMILTON,"They only take British money, so sing a song of sixpence"
3,Stay Alive,WASHINGTON,The cavalry's not coming
3,Stay Alive,HAMILTON,"But, sir!"
3,Stay Alive,WASHINGTON,"Alex, listen. There's only one way for us to win this"
3,Stay Alive,WASHINGTON,"Provoke outrage, outright"
3,Stay Alive,HAMILTON,That's right
3,Stay Alive,WASHINGTON,"Don't engage, strike by night"
3,Stay Alive,WASHINGTON,Remain relentless 'til their troops take flight
3,Stay Alive,HAMILTON,Make it impossible to justify the cost of the fight
3,Stay Alive,WASHINGTON,Outrun
3,Stay Alive,HAMILTON,Outrun
3,Stay Alive,WASHINGTON,Outlast
3,Stay Alive,HAMILTON,Outlast
3,Stay Alive,WASHINGTON,"Hit 'em quick, get out fast"
3,Stay Alive,HAMILTON,Chick-a-plao!
3,Stay Alive,WASHINGTON,Stay alive 'til this horror show is past
3,Stay Alive,WASHINGTON,We're gonna fly a lot of flags half-mast
3,Stay Alive,HAMILTON/LAFAYETTE/LAURENS,Raise a glass!
3,Stay Alive,MULLIGAN,I go back to New York and my apprenticeship
3,Stay Alive,LAFAYETTE,"I ask for French aid, I pray that France has sent a ship"
3,Stay Alive,LAURENS,I stay at work with Hamilton
3,Stay Alive,LAURENS,We write essays against slavery
3,Stay Alive,LAURENS,And every day's a test of our camaraderie
3,Stay Alive,LAURENS,And bravery
3,Stay Alive,HAMILTON,"We cut supply lines, we steal contraband"
3,Stay Alive,HAMILTON,We pick and choose our battles and places to take a stand
3,Stay Alive,HAMILTON,And ev'ry day
3,Stay Alive,HAMILTON,"""Sir, entrust me with a command,"""
3,Stay Alive,HAMILTON,And ev'ry day
3,Stay Alive,WASHINGTON,No
3,Stay Alive,HAMILTON,He dismisses me out of hand
3,Stay Alive,ANGELICA/ELIZA,Stay alive...
3,Stay Alive,HAMILTON,"Instead of me, he promotes Charles Lee "
3,Stay Alive,LEE,Charles Lee
3,Stay Alive,HAMILTON,Makes him second-in-command:
3,Stay Alive,LEE,I'm a General. Whee!!!!
3,Stay Alive,HAMILTON,Yeah. He's not the choice I would have gone with
3,Stay Alive,HAMILTON/LAFAYETTE/LAURENS,He shits the bed at the Battle of Monmouth
3,Stay Alive,WASHINGTON,Ev'ryone attack!
3,Stay Alive,LEE,Retreat!
3,Stay Alive,WASHINGTON,Attack!
3,Stay Alive,LEE,Retreat!
3,Stay Alive,WASHINGTON,"What are you doing, Lee? Get back on your feet!"
3,Stay Alive,LEE,But there's so many of them!
3,Stay Alive,WASHINGTON,"I'm sorry, is this not your speed?!"
3,Stay Alive,WASHINGTON,Hamilton!
3,Stay Alive,HAMILTON,"Ready, sir!"
3,Stay Alive,WASHINGTON,Have Lafayette take the lead!
3,Stay Alive,HAMILTON,"Yes, sir!"
3,Stay Alive,LAURENS,A thousand soldiers die in a hundred degree heat
3,Stay Alive,LAFAYETTE,As we snatch a stalemate from the jaws of defeat
3,Stay Alive,HAMILTON,Charles Lee was left behind
3,Stay Alive,HAMILTON,Without a pot to piss in
3,Stay Alive,HAMILTON,He started sayin' this to anybody who would listen:
3,Stay Alive,LEE,Washington cannot be left alone to his devices
3,Stay Alive,LEE,"Indecisive, from crisis to crisis"
3,Stay Alive,LEE,The best thing he can do for the revolution
3,Stay Alive,LEE,Is turn n' go back to plantin' tobacco in Mount Vernon
3,Stay Alive,COMPANY,Oo!!
3,Stay Alive,WASHINGTON,Don't do a thing. History will prove him wrong
3,Stay Alive,HAMILTON,"But, sir!"
3,Stay Alive,WASHINGTON,"We have a war to fight, let's move along"
3,Stay Alive,LAURENS,"Strong words from Lee, someone oughta hold him to it"
3,Stay Alive,HAMILTON,I can't disobey direct orders
3,Stay Alive,LAURENS,Then I'll do it
3,Stay Alive,LAURENS,"Alexander, you're the closest friend I've got"
3,Stay Alive,HAMILTON,"Laurens, do not throw away your shot"
3,Ten Duel Commandments,MEN,"One, two, three, four"
3,Ten Duel Commandments,FULL COMPANY,"Five, six, seven, eight, nine..."
3,Ten Duel Commandments,BURR/HAMILTON/LAURENS/LEE,It's the Ten Duel Commandments
3,Ten Duel Commandments,FULL COMPANY,It's the Ten Duel Commandments
3,Ten Duel Commandments,FULL COMPANY,Number one!
3,Ten Duel Commandments,LAURENS,The challenge: demand satisfaction
3,Ten Duel Commandments,LAURENS,"If they apologize, no need for further action"
3,Ten Duel Commandments,COMPANY,Number two!
3,Ten Duel Commandments,LAURENS,"If they don't, grab a friend, that's your second"
3,Ten Duel Commandments,HAMILTON,Your lieutenant when there's reckoning to be reckoned
3,Ten Duel Commandments,COMPANY,Number three!
3,Ten Duel Commandments,LEE,Have your seconds meet face to face
3,Ten Duel Commandments,BURR,Negotiate a peace...
3,Ten Duel Commandments,HAMILTON,Or negotiate a time and place
3,Ten Duel Commandments,BURR,"This is commonplace, 'specially 'tween recruits"
3,Ten Duel Commandments,COMPANY,"Most disputes die, and no one shoots"
3,Ten Duel Commandments,COMPANY,Number four!
3,Ten Duel Commandments,LAURENS,"If they don't reach a peace, that's alright"
3,Ten Duel Commandments,LAURENS,Time to get some pistols and a doctor on site
3,Ten Duel Commandments,HAMILTON,"You pay him in advance, you treat him with civility"
3,Ten Duel Commandments,BURR,You have him turn around so he can have deniability
3,Ten Duel Commandments,COMPANY,Five!
3,Ten Duel Commandments,LEE,Duel before the sun is in the sky
3,Ten Duel Commandments,COMPANY,Pick a place to die where it's high and dry
3,Ten Duel Commandments,COMPANY,Number six!
3,Ten Duel Commandments,HAMILTON,Leave a note for your next of kin
3,Ten Duel Commandments,HAMILTON,Tell 'em where you been. Pray that hell or heaven lets you in
3,Ten Duel Commandments,COMPANY,Seven!
3,Ten Duel Commandments,LEE,Confess your sins. Ready for the moment
3,Ten Duel Commandments,LEE,Of adrenaline when you finally face your opponent
3,Ten Duel Commandments,COMPANY,Number eight!
3,Ten Duel Commandments,BURR/HAMILTON/LAURENS/LEE,Your last chance to negotiate
3,Ten Duel Commandments,BURR/HAMILTON/LAURENS/LEE,"Send in your seconds, see if they can set the record straight..."
3,Ten Duel Commandments,BURR,Alexander
3,Ten Duel Commandments,HAMILTON,"Aaron Burr, sir"
3,Ten Duel Commandments,BURR,Can we agree that duels are dumb and immature?
3,Ten Duel Commandments,HAMILTON,Sure
3,Ten Duel Commandments,HAMILTON,"But your man has to answer for his words, Burr"
3,Ten Duel Commandments,BURR,"With his life? We both know that's absurd, sir"
3,Ten Duel Commandments,HAMILTON,"Hang on, how many men died because Lee was inexperienced and ruinous?"
3,Ten Duel Commandments,BURR,"Okay, so we're doin' this"
3,Ten Duel Commandments,COMPANY,Number nine!
3,Ten Duel Commandments,HAMILTON,"Look 'em in the eye, aim no higher"
3,Ten Duel Commandments,HAMILTON,Summon all the courage you require
3,Ten Duel Commandments,HAMILTON,Then count
